"last_name, first_name","pitcher","ff_avg_speed","si_avg_speed","fc_avg_speed","sl_avg_speed","ch_avg_speed","cu_avg_speed","fs_avg_speed","kn_avg_speed","st_avg_speed","sv_avg_speed"
"Morgan, Eli","669212","92.5",,,"85.5","78.6","84.7",,,,
"Lawrence, Justin","664875",,"95.4",,,,,,,"83.8",
"Manning, Matt","666159","93.4",,,,"87.7","79.5",,,"81.9",
"Boyd, Matthew","571510","91.4","90.8",,"79.6","80.2","73.8",,,,
"Cuas, Jose","621016","92.3","92.7",,"82.4","87.7",,,,"83",
"Thompson, Zack","668868","93.6",,,"85.7","86.1","75.4",,,,
"Díaz, Alexis","664747","94.5",,,"87.5",,,,,,
"Wilson, Bryse","669060","93.6","93.1","89.2",,"87.5","79.6","86.3",,,
"Lange, Alex","656638","96","95.8",,,"89.5","87",,,,
"Grove, Michael","675627","94.8","94.7","89.2","85.6","88","78.3",,,,
"Contreras, Roansy","672710","94.3",,,"83.6","89.4","76.8",,,,
"Pallante, Andre","669467","96.1","96.2",,"87.5",,"76.9",,,,
"Doval, Camilo","666808",,"97.9","99.8","88.9",,,,,,
"Rodón, Carlos","607074","95.3",,,"85.4","85.5","79.7",,,,
"Suter, Brent","608718","86","88.1",,"76.7","76.2",,,,,
"Estévez, Carlos","608032","97.1",,,"88.5","89.5","83.3",,,,
"Stephan, Trevor","663986","94.9",,,"85.4",,,"86.5",,,
"Hoeing, Bryan","663773","93.9","94.1",,"83.2","87.2",,"84.9",,,
"Rogers, Tyler","643511",,"82.8",,"72.9",,,,,,
"Kimbrel, Craig","518886","95.8",,,,,"86.1",,,,
"Payamps, Joel","606303","95.4","95.3",,"84.2","89.1",,,,,
"Cruz, Fernando","518585","94.3","93.8","87.9","83.3",,,"81.4",,,
"Clase, Emmanuel","661403","98.5",,"99.1","91.1",,,,,,
"Hicks, Jordan","663855","100.3","100.1",,"87.1",,,"91.4",,"86.8",
"Graveman, Kendall","608665","95.9","95.9",,"87.1","88.4","82.2",,,,
"Harris, Hogan","663687","92.6",,"90.5",,"80.1","76.3",,,,
"Finnegan, Kyle","640448","97.3",,,"89.5",,,"89.6",,,
"Bednar, David","670280","96.6",,,,,"77.9","91.6",,,
"García, Yimi","554340","96","95.5",,"89.9","88.5","83.6",,,"83.4",
"Bummer, Aaron","607481","94.7","94.3","87.2",,"88.1",,,,"82.5",
"Urquidy, José","664353","93.1","93.7",,,"86.1","79.6",,,"80.6",
"Neris, Héctor","593576","93","92.9",,"85.9",,,"82.9",,,
"Varland, Louie","686973","95.3","95.7","89.3",,"85.9",,,,"83.9",
"Kaprielian, James","621076","92.3","92",,"80.8","83.3","75.9",,,,
"Johnson, Pierce","572955","95.9",,,"88.1",,"85.5",,,,
"Smith, Drew","622098","95","96.6",,"84.3","85.4","76.7",,,,
"Teheran, Julio","527054","89.2","90","86.4",,"83.4","77.4",,,,
"Walker, Ryan","676254",,"94.8",,"83.2",,"72.7",,,,
"Weathers, Ryan","677960","95.1","94.9",,,"86.8",,,,"80.8",
"Baumann, Mike","657508","96.4",,,"91.7","88.7","87.4",,,,
"Robertson, David","502085",,"93.8","93.3","85.1","87.7","84.4",,,,
"Clarke, Taylor","664199","94.8",,,"88.5","89.1",,,,"83.9",
"Cortes, Nestor","641482","91.6","89.3","86.6","81.8","83.4",,,,"76.2",
"Kelly, Kevin","687330","92.1","90.6","87",,,,,,"76.3",
"Ferguson, Caleb","657571","95.8",,"86.6",,,,,,"80",
"Minter, A.J.","621345","95.8",,"89.4",,"86.6",,,,,
"Pagán, Emilio","641941","95.8",,"87.7",,,"81.4","85.9",,,
"Liberatore, Matthew","669461","94.2","94.3",,"86.6","87.3","76.6",,,,
"Swanson, Erik","657024","93.7",,,"86.6",,,"85.1",,,
"Sims, Lucas","608371","94.2",,,"83.8",,"78.1",,,,
"Leiter Jr., Mark","643410","91.2","91.3","88.8",,,"73.4","84.7",,,
"Yates, Kirby","489446","93.6",,,"77.4",,,"86.1",,,
"Ginkel, Kevin","656464","95.7","94.9",,"86.7",,,,,,
"Erceg, Lucas","668674","98","98","90.7","86.2","90.3",,,,,
"De Los Santos, Enyel","660853","95.6",,,"84.1","87.8",,,,,
"Santos, Gregory","666619","97.4","98.8",,"91.4","93.2",,,,,
"Jax, Griffin","643377","96.5","96.5","92.6",,"91.1",,,,"86.7",
"Foley, Jason","671345","98.1","97.2",,"88.9","91.5",,,,,
"Topa, Justin","623437",,"95","92.4","82.8","86.8",,,,,
"Abreu, Albert","656061","96.7","97.4",,"87.7","88.3",,,,,
"Woodruff, Brandon","605540","95.8","95",,"86.9","85.8","82.9",,,,
"VerHagen, Drew","572403","93.4","92.7","88.2",,"88.5",,,,"81.3",
"Hader, Josh","623352",,"96.1",,"85.7","88.5",,,,,
"Maton, Phil","664208","89","88.3",,,,"73.8",,,"79.7",
"Sewald, Paul","623149","92.2",,,,,,,,"83.8",
"Faedo, Alex","656412","92.9",,,"82.3","85.9",,,,,
"Sheehan, Emmet","686218","95.4",,,"87.1","82.9",,,,"79.3",
"Milner, Hoby","571948","89","88.2",,,"81.1",,,,"79.6",
"Moll, Sam","594580","94.1","93.4",,,"86.4",,,,"81.8",
"Pressly, Ryan","519151","94.7","94.2","94.4","89.8","89.9","82.1",,,,
"Ottavino, Adam","493603","93.1","92.5","87.8",,"87.6",,,,"79.6",
"Holmes, Clay","605280","94.3","96",,"87.5",,,,,"83.9",
"Okert, Steven","595345","93.8",,,"81.9",,,,,,
"McHugh, Collin","543521","91.3",,"89",,"84.8","73.2",,,"79.9",
"Duran, Jhoan","661395","101.8",,,,,"87.7","98.4",,,
"Cano, Yennier","666974","96.6","96.3",,"87.5","90.9",,,,,
"Brazoban, Huascar","623211","96.6","96","87.4",,"89.3",,,,,
"García, Luis","472610","96.9","97.3",,"83.4",,,"88.2",,"81.3",
"Castro, Miguel","612434",,"96.8",,"83.8","91.4",,,,,
"Chapman, Aroldis","547973","99","101.1",,"88.1",,,"90.4",,,
"Sandlin, Nick","680704","92.1","92.4",,"79.1",,,"85.9",,,
"Banks, Tanner","621383","92.6","91.4",,"86.3","86.3","80.9",,,,
"Jackson, Andre","656578","94.9",,,"87.1","86.9","81.5",,,,
"Diekman, Jake","518617","95.4","95.1","88.7",,"87.9",,,,"83.7",
"Kluber, Corey","446372","88.1","88.2","86.1",,"82.1","80.5",,,,
"Bautista, Félix","642585","99.5",,,"86.7",,,"88.6",,,
"Cisnero, José","542585","95.8","95.5","89","84.7","88.8",,,,,
"Raley, Brooks","548384","89.7","89.9","86.8",,"84.8",,,,"81.5",
"Hamilton, Ian","641656","96.2","95.6",,"88.1",,,,,,
"Leclerc, José","600917","95.1","95.2","90.2","82.8","88.3",,,,,
"Gott, Trevor","641627","93.3","93.8","89.2",,"87","80.7",,,,
"Bradford, Cody","674003","90.4",,"86.6","83.1","82.1",,,,,
"Hand, Brad","543272","92.6","92.7",,,,,,,"81",
"López, Jorge","605347","96.9","96.8",,"88.5","88.9","84.1",,,,
"Soto, Gregory","642397","98.8","98.1",,"87.9","92.2",,,,,
"Harvey, Hunter","640451","98.3",,,"86.6",,"83.1","89.5",,,
"Moreta, Dauri","664294","95.2",,,"84.6","85.8",,,,,
"Ramírez, Erasmo","541640","91.7","91.5","88.7","81.4","84.3","79.9",,,"80.1",
"Floro, Dylan","571670","92.3","92.7",,"84.1","85.6",,,,,
"Alzolay, Adbert","640470","95.3","95.3","91.1","87.5","87.9",,,,"82.6",
"Law, Derek","571882","95.5","95.1","92.1","86.5","88.7","78.7",,,,
"Englert, Mason","669438","91.1",,,"84.3","83.6","80.5",,,,
"Nardi, Andrew","677053","94.6",,,"82.7","90",,,,,
"Fulmer, Michael","605242","94.2","94.8","89.6",,"89.9",,,,"83.2",
"Puk, A.J.","640462","95.8","95.3",,,"87.8",,"86.3",,"84",
"Williams, Devin","642207","94.2",,"90.6",,"83.8",,,,,
"Cabrera, Génesis","650893","96","95.4","89.6",,"88.8","79.6",,,,
"Martínez, Adrián","661309",,"93.8",,"83.2","82.7",,,,,
"Honeywell, Brent","641703","94.8","95.2",,"91.8","87.3",,,,"81.5",
"Bido, Osvaldo","674370","94.7","94.6","85.7","84.5","89.1",,,,,
"Wilson, Steven","621051","94.4",,"88.6",,"84.9",,,,"81",
"Jiménez, Joe","641729","95.3",,,"84.3","89.8",,,,,
"Bard, Daniel","453268","94.4","95",,"87.2","88.4",,,,,"81.8"
"Holderman, Colin","670059",,"97.9","92.3",,,,,,"84.5",
"Graterol, Brusdar","660813","98.3","98.6","95.6","88.7",,,,,,
"Webb, Jacob","657097","94.9",,,,"85.9",,,,"84",
"Poche, Colin","621363","92.5",,,"84.6",,,,,,
"Adon, Joan","672851","94.5","94.2",,"87.3","88.1","80.8",,,,
"Chafin, Andrew","605177","92.2","92.2",,"83.5","86.4",,,,,
"Weems, Jordan","607179","96.2",,,"87.6","89.1","80.5",,,,
"Phillips, Evan","623465","96.4","95.5","93.1",,,,,,"85.4",
"Romano, Jordan","605447","96.7","95.9",,"86.9",,,,,,
"Burke, Brock","656271","94.7","92.8",,"87.3","88.1",,,,,
"Peguero, Elvis","665625",,"96",,"90.6",,,,,,
"Woodford, Jake","663765","92.4","92","89.8","82.9","86.2","76.3",,,"81.6",
"Adam, Jason","592094","94.6",,,"83.8","89.6",,,,"79",
"Blanco, Ronel","669854","94.5",,,"88","85.5","80",,,,
"Brasier, Ryan","518489","95.7","96","92","85",,,,,,
"Avila, Pedro","658648","94","93.3",,,"83.8","77.4",,,"80.7",
"Thompson, Mason","666168","94.6","94.7",,"84.7","86.3","80.5",,,,
"Marinaccio, Ron","676760","93.8",,,,"82.9",,,,"81.4",
"Silseth, Chase","681217","95","94.3","90.3","85.3",,"79.4","87.2",,"81.6",
"Leone, Dominic","608678","95.6","94.9","92","85.3",,,,,,
"Soriano, George","666277","94.6",,,"83.3","88.9",,,,,
"Gallegos, Giovanny","606149","93.7",,,"85","87.5",,,,,
"Nelson, Kyle","669459","92",,"88.3","85.4",,,,,,
"Peralta, Wandy","593974","95.7","95.9",,"88.7","89",,,,,
"Keller, Brad","641745","93.3","92.5",,"84.3","90.8","85.1",,,"84.3",
"Young, Alex","622065","91.4","90.5",,,"85.7","81.5",,,,
"Pérez, Cionel","672335","96.8","96.3",,"83.9",,"83.5",,,,
"Iglesias, Raisel","628452","95","95",,"84.6","89.4",,,,,
"Murphy, Chris","669684","93.9",,,"88","84.9","75.8",,,"79.3",
"Hoffman, Jeff","656546","97.1","97.3",,"87.8",,,"90.5",,,
"Priester, Quinn","682990","92.7","93.6",,"85.3","89.1","80.6",,,,
"Shuster, Jared","694363","91.4",,,"84.9","82.2",,,,,
"Bernardino, Brennan","657514",,"90.8",,,"82.4","77.6",,,,
"Stanek, Ryne","592773","98.2",,,"88.6",,,"89.2",,,
"Smith, Will","519293","92.4",,,"81.1","86.6","77",,,,
"Hernandez, Jose","669796","94.6",,,"82.9","88.7",,,,,
"Cueto, Johnny","456501","92.2","92.2","88.1","86.1","84.1","76",,,,
"Domínguez, Seranthony","622554","97.5","98",,"90","90.9",,,,,
"Middleton, Keynan","641871","95.5",,,"85.8","87.7",,,,,
"Vasquez, Andrew","607755","89.1","88.5",,"80.6","83.2","76.1",,,,
"Vesia, Alex","681911","94.4",,,"85.9","86.4",,,,,
"Hentges, Sam","656529","95.6","95.3",,"87.8",,"79.9",,,,
"Davidson, Tucker","656353","91.4","90.4",,"84.8",,,"82.6",,"79.6",
"Lauer, Eric","641778","90.8",,"86.7","82.6","82.8","75.3",,,,
"Cosgrove, Tom","676680","92","91",,,"85",,,,"76.2",
"Loup, Aaron","571901","91.5","92.1","83.5",,"79.7","75.7",,,,
"Muñoz, Andrés","662253","99.2","98.4",,"88.4",,,,,,
"Sborz, Josh","622250","96.9",,,"88.6",,"85.2",,,,
"Rogers, Taylor","573124",,"93.6","88.5",,,,,,"79.4",
"Moore, Matt","519043","94",,,,"84.2","84.3",,,,
"Coulombe, Danny","543056","91.4","91.1","86",,"77","80.1",,,"82",
"Ryu, Hyun Jin","547943","88.6","87.7","85.1",,"78.1","68.9",,,,
"Schreiber, John","670167","93.2","92.7","90",,"88.1",,,,"80.9",
"Ruiz, José","614179","96.5","96.2",,,"89.6","85.7",,,,
"Gonzales, Marco","594835","89","88.8","85.9",,"79.9","79.3",,,,
"Mayza, Tim","641835",,"93.4",,"86.2",,,,,,
"Lynch IV, Daniel","663738","92.6","92.4",,"87.6","84.1","80.7",,,,
"Almonte, Yency","622075","96","95.8","92.8",,"88.9",,,,"83.1",
"Armstrong, Shawn","542888","94.5","94.7","91.4","85.2",,,,,,
