"last_name, first_name","pitcher","ff_avg_speed","si_avg_speed","fc_avg_speed","sl_avg_speed","ch_avg_speed","cu_avg_speed","fs_avg_speed","kn_avg_speed","st_avg_speed","sv_avg_speed"
"Chen, Wei-Yin","612672","91.1","90.6",,"84.9","83","73.3",,,,
"Barria, Jaime","642545","91.3","90.9",,"81.8","82.6",,,,,
"Strasburg, Stephen","544931","94.6","93.9",,"87.6","88","81.6",,,,
"Fulmer, Michael","605242","95.9","95.7","89.6","85.7","88",,,,,
"Skaggs, Tyler","572140","91.5","90.8",,,"84.2","74.7",,,,
"Straily, Dan","573185","90.4","90.3",,"83.7","83.5","75",,,,
"Sánchez, Aníbal","434671","90.4","91.1","88.1","83.3","71","77.9","83.9",,,
"McCullers Jr., Lance","621121","93.8","94.2",,,"87.3","85.8",,,,
"Hill, Rich","448179","89.4","86.8","84.3","78.7","83.9","74.6",,,"72.3",
"Buehler, Walker","621111","96.2","96.1","92.3","87.1","90.1","80.2",,,,
"Zimmermann, Jordan","519455","91.2","90.8",,"86.7","86.6","80.4",,,,
"Hammel, Jason","434628","91.9","91.7",,"85.1","84.7","77",,,,
"Mahle, Tyler","641816","92.4",,,"83.3","83.4","76.2",,,,
"Lucchesi, Joey","664192",,"90.4","89.9",,,"79.2",,,,
"Kennedy, Ian","453178","91.9","91.6","87.7","87.1","85","78.2",,,,
"Covey, Dylan","592229","94.6","94.1","91.1","86.8","83.7","81.2","85.6",,,
"Bumgarner, Madison","518516","90.8","90.6","85.5",,"83.5","77.4",,,,
"Eflin, Zach","621107","94.6","93",,"85.9","86.6","77.6",,,,
"Gaviglio, Sam","543208",,"88",,"83","82.8","77.9",,,,
"Martinez, Carlos","593372","95.1","92.6","90.6","83.5","86.8","78.7",,,,
"Rodón, Carlos","607074","92.9","93.3",,"85.4","85.1",,,,,
"Maeda, Kenta","628317","91.9","91.2","91.4","84.1",,"77.3","84.4",,,
"Santiago, Héctor","502327","90.8","89",,"83.5","82.4","74.7",,,,
"Chatwood, Tyler","543022","93.4","92.7","88.8",,"86.4","78.2",,,,
"Montgomery, Mike","543557","91.3","91.5","87.5",,"83.1","77.2",,,,
"Stripling, Ross","548389","91.8",,"89.6","87","84.4","80.4",,,,
"Bettis, Chad","518452","90.4","91.3","86.1",,"86","75.6",,,,
"Lauer, Eric","641778","91.2",,"88","82.1","84.7","74.6",,,,
"Blach, Ty","621389",,"90",,"78.8","79.8","75.7",,,,
"Gant, John","607231","93.2","93.2",,"83.4","81.5","76.1",,,,
"Rodríguez, Dereck","605446","91.6","90.8","86",,"84.3","75.4",,,,
"Glasnow, Tyler","607192","96.5",,,"85.2","91.7","82.1",,,,
"Bieber, Shane","669456","93",,,"83.7","87.8","80",,,,
"Sanchez, Aaron","592717","93.7","93.7",,,"88.4","79",,,,
"Moore, Matt","519043","92.3",,"89.7",,"83.5","80.5",,,,
"Cahill, Trevor","502239","92.2","91.7","87.8",,"83.9","80.3",,,,
"DeSclafani, Anthony","543101","93.5","93.6",,"86.8","88.4","80.4",,,,
"Bailey, Homer","456701","93","93.1",,"87.4","86.2","79.3","85.8",,,
"Eovaldi, Nathan","543135","97.2",,"92.7","86.9",,"79.2","88.2",,,
"Mengden, Daniel","596043","92.3","91.6","86.8","82.9","82.1","72.2",,,,
"Hess, David","605276","91.9","93",,"80","83.6","72.2",,,,
"Johnson, Brian","598271","88.5","88.9",,"78.4","81.5","74.7",,,,
"Stroman, Marcus","573186","92.7","92.3","90.7","88.2","82.7","72.4",,,,"85.2"
"Gallardo, Yovani","451596","91.5","91.6",,"89","85.9","79.5",,,,
"Brault, Steven","643230","92.7","92","87","81.8","85.2","77.5",,,,
"Suter, Brent","608718","86.6","86.4",,"78.6","80.2","74",,,,
"Musgrove, Joe","605397","93.5","92","89.4","84","85.4","82.3",,,,
"Lugo, Seth","607625","94.3","93.3",,"87.8","87","79.9",,,,
"Borucki, Ryan","621366",,"91.5",,"82.2","83.3","77.1",,,,
"Erlin, Robbie","572362","90.4","90.2",,"87.2","84.3","76.4",,,,
"Wright Jr., Mike","605541","93.7","92.1",,"89.4","82.6","78",,,,
"Vargas, Jason","450306","86.5","86.3",,,"80.6","73.5",,,,
"Senzatela, Antonio","622608","93.6",,,"83","86.6","78.2",,,,
"Jackson, Edwin","429719","93.3","92.9","91.2","86.2","87.2","78.7",,,,
"Chavez, Jesse","445926","92.7","93.1","91.4","85.1","86.7","77.3",,,,
"Germán, Domingo","593334","94.5","94.7",,,"87.4","81.9",,,,
"Castro, Miguel","612434","96.4","95.4",,"84.3","87.6",,,,,
"Pomeranz, Drew","519141","89.5","88.4","85.6",,"82.2","78.1",,,,
"Smith, Burch","572143","93.2","90.1",,,"81.5","78",,,,
"Kuhl, Chad","641771","95.3","95.3",,"88.1","89.7","82.4",,,,
"Buchholz, Clay","453329","90.2","90","85.8",,"77.3","75.8",,,,
"Wacha, Michael","608379","93.6",,"89.4",,"86","75.8",,,,
"Peña, Félix","570240","92.7","92.3",,"81.9","85.2",,,,,
"Pérez, Martín","527048","92.8","92.6",,"83.7","84.1","78",,,,
"Lyles, Jordan","543475","93.8","93.1",,"89","85.9","83.5",,,,
"Smith, Caleb","592761","92.7","93",,"81.6","83.9","74.8",,,,
"Velázquez, Hector","584171","91.5","90.2",,"84","85.4","76.6",,,,
"Peralta, Freddy","642547","90.7",,,,"86","76.4",,,,
"Hellickson, Jeremy","476451","89.6","89.9","87",,"81.2","76.5",,,,
"García, Jaime","448802","89.2","89.2",,"81","81.5","72.2",,,,
"Ramirez, Noé","598287","90",,,,"84.4","77.7",,,,
"Hardy, Blaine","543278","87.8","88.8","83.5",,"79.6","75.3",,,,
"Andriese, Matt","542882","92.2",,,"86.6","86.1","80.8",,,,
"Fillmyer, Heath","641571","92.5","91.9",,"84.1","85.4","79.4",,,,
"Richards, Garrett","572070","95.8","95.9",,"89.2","90.9","81",,,,
"Hader, Josh","623352",,"94.5",,"81.9","85.2",,,,,
"Chirinos, Yonny","630023","94.1","93.6",,"87.6",,,"85.3",,,
"Petit, Yusmeiro","433589","89.3","88.6","85.3",,"81.9","76.6",,,,
"Kingham, Nick","592468","92.3","92.1","88.2","83.6","84.5","79.5",,,,
"Koch, Matt","571863","91.3",,"89.6",,"85.3","79.8",,,,
"Lorenzen, Michael","547179","95.4","95","90.9","86.6","87.4","81.7",,,,
"Miley, Wade","489119","91.2","90.1","87.6","81.9","82.4","75.6",,,,
"Gsellman, Robert","607229","93.8","94.1",,"89.7","86.6","81.8",,,,
"Hicks, Jordan","663855","101","100.5",,"86.2",,,,,,
"Ottavino, Adam","493603","94.1","93.8","87.1","84.2","86.6",,,,"81.4",
"Plutko, Adam","592644","91",,,"81.8","84.4","75.4",,,,
"Farmer, Buck","571656","94.4",,,"80.8","86.8",,,,,
"Green, Chad","643338","96.1",,,"87.1",,,"88.1",,,
"Flynn, Brian","543169","92.2","91.6",,"85.5","83.6",,,,,
"Givens, Mychal","571710","95.1","95.2",,"86.3","86",,,,,
"Ryu, Hyun Jin","547943","90.3","89.6","87.2","78.8","81.1","73.6",,,,
"Gomber, Austin","596295","92.5",,,"88.7","83.9","77.9",,,,
"Bradley, Archie","605151","95.6","95.6",,"88.3",,"81.1",,,,
"Ramírez, Yefry","606162","92.6","92",,"87.4","86","83.8",,,,
"Biagini, Joe","607352","93.7","94.3","89.1",,"86.4","78.1",,,,
"McCarthy, Brandon","435221","91.9","92.5","91.4","85.4",,"80.2",,,,
"Jeffress, Jeremy","502026","95.5","95.1",,,,"81.2","90.6",,,
"McHugh, Collin","543521","92.1","91.7","87.7",,"87.5","75.8",,,"79.6",
"Vázquez, Felipe","553878","98","97.7",,"87","88.4","81.8",,,,
"Anderson, Brett","474463","91","89.9",,"82","83.5","75.7",,,,
"Familia, Jeurys","544727","96.5","96",,"87.9",,,"91.7",,,
"Robertson, David","502085","93.6","93.7","92.2","84.8","88.2","84.1",,,,
"Tropeano, Nick","607374","90.6","89.9",,"79.7","82.3",,"82.4",,,
"Kelly, Joe","523260","98.1","97.6",,"88","87.7","84.3",,,,
"Hand, Brad","543272","93.8","93.3",,,,,,,"82",
"Mitchell, Bryan","571951","94","94.7","90",,"87.7","79.8",,,,
"Díaz, Edwin","621242","97.3","96.9",,"89.1","92.7",,,,,
"Rodney, Fernando","407845","94.7","93.8",,"86.5","82.8",,,,,
"Oh, Seunghwan","493200","91.6","90.5","84.1","78.3","83.7","74",,,,
"Brach, Brad","542960","94","92.4",,"84.6","85.9",,,,,
"Cishek, Steve","518553","90.3","90.3",,"77.5","84.4",,,,,
"Peacock, Brad","502748","93","92.4",,,"83.3","78.6",,,"82.1",
"Treinen, Blake","595014","97.5","97.3","94","89.2","84.1",,,,,
"Steckenrider, Drew","608716","94.6",,,"87.9","88.9","82.5",,,,
"Clippard, Tyler","461325","90.9",,,"83.1","78.5","74.9","82.4",,,
"Jiménez, Joe","641729","95.5",,,"85.4","89.1",,,,,
"Parker, Blake","453284","92.1",,"89.4",,,"77.6","80.4",,,
"Iglesias, Raisel","628452","95.4","95.1",,"84.9","87.6",,,,,
"Jansen, Kenley","445276",,"93.7","92.1","82.7",,,,,,
"Tomlin, Josh","458708","87.9","87.3","85.8",,"83.1","75.1",,,,
"Betances, Dellin","476454","97.7",,,,"90.1","84.2",,,,"86.9"
"Allen, Cody","592102","93.6",,,,,"83.5",,,,
"Hughes, Jared","453172","92.8","91.6",,"85.7","87.4",,,,,
"Rodríguez, Richard","593144","92.9",,,"80.9","85.6",,,,,
"Romo, Sergio","489265","86.4","86.1",,"76.9","80.4",,,,,
"Davies, Zach","605200",,"89.8","87.5","82.1","80.4","75.5",,,,
"Trivino, Lou","642152","97.4","97.7","92.4",,"88.2","80.9",,,,
"Stammen, Craig","489334","90.2","91.6","86.8",,,"80.8",,,,
"Guerrero, Tayron","594027","98.8","98.7",,"86","93.6",,,,,
"Hildenberger, Trevor","657610","92.5","89",,"78.4","78.1",,,,,
"Faria, Jake","607188","91.5",,,"83",,"75.3","81",,,
"Fister, Doug","450729","87.5","88.4","84.8",,"82.1","73",,,,
"Hernández, Elieser","622694","90.6",,,"80.3","82.8",,,,,
"Kimbrel, Craig","518886","97.1",,,,"91.3","86.6",,,,
"Barnes, Matt","598264","96.6",,,,"89.9","84.5","89.3",,,
"Davis, Wade","451584","93.8","92.2","89.7",,"87.2","83.3",,,,
"Hembree, Heath","592390","94.5",,,"88.8","87.6","81.9",,,,
"Moronta, Reyes","606625","96.8","96.3",,"82.4","87.1",,,,,
"Hirano, Yoshihisa","673633","91.4",,,"82.5",,,"83.3",,,
"Pressly, Ryan","519151","95.9","94.4",,"89.8",,"83",,,,
"Skoglund, Eric","607215","91.3","91.3",,,"85.5","81.1",,,,
"Colomé, Alex","517008","95.1",,"90.4",,,,,,,
"Stanek, Ryne","592773","97.9",,,"89",,,"88.2",,,
"Greene, Shane","572888","95.3","94.2","88.3",,,,,,"81.2",
"Jennings, Dan","543359","91.1","91",,"82.2","69.5",,,,,
"McFarland, T.J.","519008","90.1","90.6",,"80.1","83.3",,,,,
"Ziegler, Brad","446899","86","84.3",,,"76.4","73.8",,,,
"Claudio, Alex","592222",,"86",,"75.7","70.9",,,,,
"Sewald, Paul","623149","90.3","89.6",,"81.3","83",,,,,
"Anderson, Justin","605121","97.2","97.2",,"85.6",,"73.6",,,,
"Soria, Joakim","465657","92.3","91.7",,"78.6","86.8","70",,,,
"Crick, Kyle","605195","95.8","96.2",,"81.5","88.5",,,,,
"Pagán, Emilio","641941","93.8","93.1","85",,"87",,,,,
"Tepera, Ryan","572193","94.8","95","89","81.1","89.2",,,,,
"Alvarado, José","621237","96.4","97.3","88.9",,,"84.8",,,,
"Bedrosian, Cam","592135","93.1",,,"83",,,,,,
"Oswalt, Corey","621261","90.7","89.8",,"86.4","83.7","80.4",,,,
"Wilson, Justin","458677","94.7",,"91.1","83.6",,,,,,
"Holder, Jonathan","656547","92.7",,"85.1","80.8","85.4","76",,,,
"Winkler, Dan","595465","93.2","93.1","90.2",,"90.2","82.3",,,,
"Alvarez, Jose","501625","91.7","91.3","87.3","83.7","81.3","80.9",,,,
"Minter, A.J.","621345","96.6",,"91.6",,"86.2",,,,,
"García, Jarlín","606424","92.1",,,"85.1","85.7","79.3",,,,
"Pruitt, Austin","643493","91.8","92",,"87.9","85.7","83",,,,
"Johnson, Jim","462382","92.3","92.9",,,"87.8","79.1",,,,
"Shaw, Bryan","543766","94.2",,"93.5","83.3","83.5","78.5",,,,
"Biddle, Jesse","592145","94.5","94.2",,"87.3",,"76.9",,,,
"Barraclough, Kyle","607457","93.6",,,"78.9","86.8",,,,,
"Diekman, Jake","518617","95.1","94.6",,"82.8",,,,,,
"Yates, Kirby","489446","93.9",,,"86.8",,,"87.3",,,
"McCarthy, Kevin","641838","91.6","91.7",,"87.3","84.4","82.5",,,,
"Shreve, Chasen","592741","92.1",,,"85.6",,,"84.3",,,
"Magill, Matt","543483","94.7","94.2",,"86.1","87.9","84.6",,,,
"Garrett, Amir","607237","95","95",,"83.6","84.5",,,,,
"Strahm, Matt","621381","93.4",,"87.1",,"86","78",,,,
"De La Rosa, Jorge","407822","92.3",,"85.9",,,"75.2","83.6",,,
"Montas, Frankie","593423","96.4","95.5",,"86.1","87.4",,,,,
"Knebel, Corey","608349","96.9",,,,,"81.6",,,,
"Warren, Adam","476589","91.8","92.8",,"85.2","84.7","79.8",,,,
"Floro, Dylan","571670","93.8","93.1",,"86.9","85.8",,,,,
"Dyson, Sam","473879","93.4","93.5","88.9","82.2","86.7",,,,,
"Rondón, Héctor","444468","97.2","97",,"86.7","91.5",,,,,
"Kintzler, Brandon","445213","92.7","92.6",,"86.8","87.9",,,,,
"Boxberger, Brad","502202","91.3",,,"85.8","79.6",,,,,
"Hernandez, David","456696","93.4","92.9","85.7",,"87.3","80.8",,,,
"Robles, Hansel","570663","95.9","95.6",,"88","89.9",,,,,
"Norris, Bud","502032","94.4","94.6","89.7","84.1","88.3",,,,,
"Alexander, Scott","518397","92.5","93.3",,"85.3","86.7",,,,,
"Romero, Fernando","622864","95.5","95.3",,"86.7","90.1",,,,,
"Watson, Tony","453265",,"92.5",,"84","85.5",,,,,
"Scott, Tanner","656945","97",,,"88.7",,,,,,
"Hunter, Tommy","488984","96.2","95.7","93.3",,,"84.4",,,,
"López, Pablo","641154","92.6","92",,,"85.3","78.5",,,,
"Carle, Shane","641438","94.8","94.8",,"86.9","87.3","80.5",,,,
"Gearrin, Cory","518715","91.9","91.7",,"84","85.3",,,,,
"Rogers, Taylor","573124","92.9","93.5",,"83.7","88.6","78.4",,,,
"Edwards Jr., Carl","605218","94.5","92.3",,,"89.5","80.2",,,,
"Cimber, Adam","643256","87.2","86.1",,"78.5",,,,,,
"Fedde, Erick","607200","93.3","93.7","88.1","81.4","87.5","76.9",,,,
"Wilson, Alex","543935","92.3","92",,"86.5","88.4","81.2",,,,
"Williams, Taylor","592865","95.6","93.9",,"85.6","89.2",,,,,
"Báez, Pedro","520980","96.1","95.7",,"88","86.7",,,,,
"Arano, Víctor","644364","93.9","93.2",,"84.6","87.4",,,,,
"Feliz, Michael","593140","94.8","94.1",,"83.3","88",,,,,
"Leclerc, José","600917","95.3","95.2",,"81.2","87.8","77",,,,
"Domínguez, Seranthony","622554","98","98.1",,"88.9","91.1",,,,,
"Santana, Edgar","650828","94.8","94.6",,"86.8","88.5",,,,,
"Chapman, Aroldis","547973","98.7","100.9",,"86.2","91",,,,,
"Rodriguez, Jefry","622446","95.4","95.1",,,"89.2","80.9",,,,
"Axford, John","446099","95.7","95.4",,"91.7",,"79.7",,,,
"Duke, Zach","435043","87.1","88.5",,"78.3","83.2","73.3",,,,
"VerHagen, Drew","572403","94.4","94",,"86","89.6","79.6",,,,
"Minaya, Juan","573668","95",,,"86.4","89.7","85.3",,,,
"Oberg, Scott","623184","95.4","94.1",,"86.7","88.6","76.3",,,,
"Mayers, Mike","594577","96.1","94.6",,"86.8","89.4","79.9",,,,
"Otero, Dan","519096","90","89.9",,"81.5","82.6",,,,,
"Castillo, Diego","650895","98.8","97.3",,"88.9",,,,,,
"Fry, Jace","605240","93.6","92.4","88.3",,"84.9","77",,,,
"Reed, Addison","592665","90.8","89.9",,"83.9",,,,,,
"Harris, Will","501789","92.4",,"92",,,"82.5",,,,
"Freeman, Sam","518693","95.2","95",,,,"83.1","86",,,
"Miller, Justin","502522","93.9","94.3",,"86.1","89.5",,,,,
"López, Jorge","605347","93.9","93.5",,"87.3","87.7","81.1",,,,
"Beeks, Jalen","656222","91.8","93","87.3",,"86.8","76.8",,,,
"Chafin, Andrew","605177","93.5","93.4",,"82.9","85.8",,,,,
"Jurado, Ariel","642558","92.3","91.6",,"84.8","84.3","78.4",,,,
"Rusin, Chris","543734","90.8","90","87.6","83.1","83.8","80.5",,,,
"Cole, A.J.","595918","94","92.4",,"84.4","86.5","79.5",,,,
"Strop, Pedro","467008","95","95.1","88.6","83.8",,,"89.9",,,
"Peralta, Wandy","593974","95.7","95.3",,"86.6","87.3",,,,,
"Kela, Keone","605309","96.8","95.5",,,"91","83.1",,,,
"McGee, Jake","459429","93.7",,,"79.4",,,,,,
"Bradford, Chasen","607473","91.1","90.4",,"84.7","84.1",,,,,
"Ohtani, Shohei","660271","96.7",,,,,"73.9","87.3",,"81.5",
"Morgan, Adam","605388","94.1","93.7",,"81","83.3","78.2",,,,
"Grace, Matt","594840",,"91.2",,"82.6","85.8",,,,,
"Butler, Eddie","572750","93.6","93.5","89.5",,"88.4","84",,,,
"Font, Wilmer","521655","94.6","92.6",,"82.2",,"75.2","84.7",,,
"Barnes, Jacob","606930","95.3",,"90.2","85",,,,,,
"Coleman, Louis","488786","89.6","87.8",,"82.9","84.5","73.6",,,,
"Maton, Phil","664208","91",,"85.6",,,"78.2",,,,
"Madson, Ryan","425492","95.9","95.5","93.5",,"84.8","83",,,,
"Brebbia, John","605154","94.6","93.5",,"82.8","88.6",,,,,
"Volstad, Chris","458690","91.3","91.8",,"86.6","83.6","81.2",,,,
"Elías, Roenis","606273","94.3","93.9",,,"86.7","77.7",,,,
"Ferguson, Caleb","657571","93.8",,"81.9",,"85","75.6",,,,
"Vincent, Nick","543883","89.3","89.4","87.4","80.7","83.4",,,,,
"Perdomo, Luis","606131","93.3","93.3",,"85.6",,,"87.2",,,
"Wright, Steven","453214","85.1","82.5",,,,"67.3",,"75.9",,
"Avilán, Luis","501593","90.4","90.5",,,"81.9","70.9",,,,
"Norris, Daniel","596057","90.2","90.3",,"83.1","84.5","76.1",,,,
"Johnson, Pierce","572955","93.6",,"89.5",,,"81.3",,,,
"Holland, Greg","518813","92.9",,,"86.2","86.6","78.3",,,,
"Smith, Will","519293","92.6","87.1",,"81.1",,"77.3",,,,
"Bassitt, Chris","605135","92.4","91.8","86.5",,"82.9","70.9",,,,
"Pazos, James","572021",,"93.7",,"78.9",,,,,,
"Samardzija, Jeff","502188","91.6","92.2","89.9","86.2",,"76.6","82.4",,,
"Neris, Héctor","593576","94.6","94.3",,"87.7",,,"86",,,
"Strickland, Hunter","519326","95","93.8",,"82.6","87.8",,,,,
"Cueto, Johnny","456501","89.8","89.1",,"82.8","81.7","79.3",,,,
"Petricka, Jake","502593","94.5","94.8",,"85.6","88.3",,,,,
"Barnes, Danny","592130","91.7","92.1",,"82.1","79.6",,,,,
"Suero, Wander","593833","92.1",,"91.8",,"88.3","79.3",,,,
"Drake, Oliver","543118","92.5",,,,,"79.4","83.9",,,
"Blevins, Jerry","460283","88.7",,,,"83.1","72.1",,,,
"Bibens-Dirkx, Austin","502212","89.4","89.1",,"85.2","82.9","80.2",,,,
"Conley, Adam","543045","95.2",,,"88.1","85.8",,,,,
"Devenski, Chris","606965","94.2",,,"82","83",,,,,
"McAllister, Zach","502083","95.1","95.3",,,"88.4","81.6",,,,
"Roe, Chaz","475054","92.4","92.3",,,,,,,"81.6",
"Hill, Tim","657612","91.5","90.5",,"80.4",,,,,,
"Despaigne, Odrisamer","628333","92.7","92.4","85.7","81.6","79.4","72.7",,,,
"Nicasio, Juan","504379","93.9","93.7",,"87.4","88",,,,,
"Giles, Ken","571704","97.3","97.4",,"86.7",,,,,,
"García, Luis","472610","97.1","97.2",,"84.8",,,"86.9",,,
"Ramírez, Erasmo","541640","90.3","89.7","86.1","81.5","82.2","75.4",,,,
"Hutchison, Drew","571800","90.2","90.1",,"82.3","83.1",,,,,
"Woodruff, Brandon","605540","95.1","96.2",,"86.8","84.7","79.3",,,,
